Golfer,Year,Player,AvgApproachGT100,AvgApproachLT100,AvgBallSpeed,AvgClubheadSpeed,LaunchAngle,ProxToHoleARG,Putt10_15Made,Putt15_20Made,PuttGT20Made,PuttLT10Made,SandSave,SpinRateOTT,Winner,StrokeAverage
Kramer Hickok,2019,Kramer Hickok (2019),32.25,16.58,170.04,114.18,10.41,7.58,24.7,14.41,6.49,87.1,43.64,2623.9,0,71.243
Kyle Jones,2019,Kyle Jones (2019),35.75,14,161.88,108.77,9.93,7.42,26.32,21.14,5.18,88.46,39,2701,0,72.079
Kyle Reifers,2015,Kyle Reifers (2015),34.42,16.75,166.2,111.94,10.3,7.25,28.57,22,6.43,87.14,55.63,2614.2,0,70.854
Kyle Reifers,2016,Kyle Reifers (2016),34.17,16,166.08,110.82,10.4,7.83,31.37,15.43,8.63,87.01,56.5,2452.6,0,70.965
Kyle Reifers,2017,Kyle Reifers (2017),34.5,14.75,163.67,109.07,11.94,7.5,24.86,11.73,8.1,86.91,48.73,2289.1,0,71.587
Kyle Stanley,2016,Kyle Stanley (2016),31.25,18.17,165.68,111.6,9.95,7.75,33.04,16.67,6.67,86.9,41.73,2380.7,1,70.986
Kyle Stanley,2017,Kyle Stanley (2017),30.17,16.33,168.2,112.69,11.92,7.67,29.58,19.09,6.06,86.88,47.73,2530.6,1,69.989
Kyle Stanley,2018,Kyle Stanley (2018),31.08,22.08,168.09,112.65,10.53,8.17,29.51,19.85,7.48,87.89,46.2,2882.3,0,70.404
Kyle Stanley,2019,Kyle Stanley (2019),31.42,18.17,165.96,110.78,7.87,7.67,26.9,14.66,4.8,87.88,49.61,2792.3,0,71.094
Kyle Thompson,2018,Kyle Thompson (2018),30.83,19.25,158.42,106.27,11.96,8.33,21.3,15.49,3.98,86.56,51.28,2286.4,0,72.673
Kyoung-Hoon Lee,2019,Kyoung-Hoon Lee (2019),34.67,18.58,167.88,112.69,9.1,7.83,28.14,22.05,7.34,87.24,51.77,2541.3,0,71.307
Lanto Griffin,2018,Lanto Griffin (2018),31.42,19.33,178.59,119.4,8.08,8.42,28.31,19.01,7.8,86.29,50.43,2451.1,0,71.145
Lee Westwood,2015,Lee Westwood (2015),33.42,18.42,170.44,115.81,10.22,8,37.5,19.05,10.99,88.81,59.04,2579.4,0,70.484
Louis Oosthuizen,2015,Louis Oosthuizen (2015),32.42,15.75,171.42,114.57,10.33,6.83,27.27,14.44,9.4,87.76,60.82,2407.7,0,70.16
Louis Oosthuizen,2016,Louis Oosthuizen (2016),32,15.75,170.65,113.34,9.12,7.5,32.04,19.59,6.87,87.03,53,2457.4,0,70.327
Louis Oosthuizen,2017,Louis Oosthuizen (2017),34.25,22.67,171.05,114.23,11.21,7.75,32.03,16.25,7.49,88.65,61.22,2515.4,0,70.22
Louis Oosthuizen,2018,Louis Oosthuizen (2018),32.08,18.75,171.42,114.36,11.63,6.25,21.77,20.73,3.31,89.58,64.29,2721.3,0,70.157
Louis Oosthuizen,2019,Louis Oosthuizen (2019),32.17,14.5,170.61,113.2,9.58,7,33.8,17.71,5.74,87.97,58.12,2492,0,70.261
Lucas Glover,2015,Lucas Glover (2015),28.58,15.33,172.93,116.34,9.43,7.58,21.53,15.23,4.82,83.8,49.11,2471.2,0,71.291
Lucas Glover,2016,Lucas Glover (2016),31.67,16,171.67,115.63,8.57,7.5,27.89,17.36,5.69,87.27,42.59,2346.5,0,70.534
Lucas Glover,2017,Lucas Glover (2017),32.08,15.25,172.41,116.35,9.14,7.75,26.94,23.12,6.58,87.59,49.33,2346.4,0,70.139
Lucas Glover,2018,Lucas Glover (2018),35.5,21.5,171.9,115.31,9.26,7.75,28.57,24.44,6.85,86.9,51.61,2658,0,71.066
Lucas Glover,2019,Lucas Glover (2019),32.33,14.75,171.93,115.22,8.55,7.08,30.13,26.85,8.63,88.27,59.12,2427.6,0,70.084
Luke Donald,2015,Luke Donald (2015),32.42,16,161.67,109.64,11.04,6.67,25.64,16.5,10.46,88.2,61.17,3061.1,0,70.555
Luke Donald,2016,Luke Donald (2016),32.75,17.08,164.73,110.43,10.88,6.5,28.38,13.6,6.33,88.48,56.16,2811.1,0,70.918
Luke Donald,2017,Luke Donald (2017),35,17.25,164.44,113.54,11.61,7.42,39.17,22.89,7,89.18,64.44,3062.4,0,70.831
Luke Guthrie,2015,Luke Guthrie (2015),31.75,15.83,165.9,111,11.09,6.83,32.96,17.61,9.95,86.69,50.85,2602.2,0,71.211
Luke Guthrie,2016,Luke Guthrie (2016),32,16.5,166.75,110.89,9.87,7.25,30.97,21.79,10.34,87.65,50.65,2822.3,0,71.416
Luke List,2016,Luke List (2016),33.42,17.58,179.91,122.58,10.29,6.42,32.37,18.1,7.16,85.9,54.4,2548,0,70.754
Luke List,2017,Luke List (2017),31.58,18.5,181.07,120.71,10.69,7.42,31.75,13.97,7.02,85.75,46.43,2801.5,0,70.428
Luke List,2018,Luke List (2018),33.58,19.42,181.24,121.44,11.07,7.33,25.73,19.08,6.21,86.53,52.22,2963.1,0,70.229
Luke List,2019,Luke List (2019),33.42,19.33,181.53,121.9,9.34,7.25,32.14,21.5,7.23,86.05,46.46,2789.4,0,71.223
Mackenzie Hughes,2017,Mackenzie Hughes (2017),35.08,18.42,171.2,115.69,10.51,8,32.1,23.32,8.05,88.41,47.02,2847.7,1,71.044
Mackenzie Hughes,2018,Mackenzie Hughes (2018),32.33,13.67,170.72,115.01,10.71,8.42,31.18,16.15,6.55,86.37,41.74,2757.6,0,71.282
Mackenzie Hughes,2019,Mackenzie Hughes (2019),34.5,18.33,173.37,116.59,10.02,7.42,32.7,11.29,7.73,87.72,40.68,2731.4,0,70.907
Marc Leishman,2015,Marc Leishman (2015),32.33,19.42,171.52,115.69,10.45,7.25,35.19,14.58,4.95,87.68,49.57,2582,0,70.569
Marc Leishman,2016,Marc Leishman (2016),32.5,18.42,172.72,115.1,9.38,7.42,30.49,16.15,6.28,88.69,55.32,2722,1,70.554
Marc Leishman,2017,Marc Leishman (2017),32.42,19,174.87,118.53,10.03,7.58,33.84,17.97,7.73,88.48,53.02,2885.4,1,69.468
Marc Leishman,2018,Marc Leishman (2018),33.33,18.33,173.1,115.34,10.29,7.42,37.37,16.42,4.51,87.95,48.81,2799.8,0,70.26
Marc Leishman,2019,Marc Leishman (2019),31.67,20.75,174.47,117.08,9.38,7.33,35.48,21.05,6.3,89.04,58.21,2546.9,1,70.436
Mark Anderson,2017,Mark Anderson (2017),33.25,15.08,167.71,112.85,9.19,7.08,27.88,20.73,5.51,87.04,51.28,2811.3,0,71.5
Mark Hubbard,2015,Mark Hubbard (2015),32.75,17.75,164.18,111.16,10.61,7.33,27.45,19.47,6.35,88.08,53.78,3102.2,0,71.227
Mark Hubbard,2016,Mark Hubbard (2016),33.08,19,165.58,112.15,10.32,8,30.49,15.15,7.92,88.52,53.72,3179.2,0,71.362
Mark Hubbard,2017,Mark Hubbard (2017),31.83,18.17,166.88,115.41,9.54,7.42,27.89,20,6.81,87.3,50.39,3201.1,0,71.871
Mark Wilson,2015,Mark Wilson (2015),32.25,17.5,157.9,107.25,13.8,6.67,28.44,14.29,7.16,87.03,54.63,2385.5,0,70.991
Mark Wilson,2016,Mark Wilson (2016),33.17,17.5,157.39,107.22,13.16,7.17,24.85,17.2,6.63,88.24,55,2371.8,0,71.436
Martin Flores,2015,Martin Flores (2015),34.5,16.08,174.05,118.68,9.12,7.58,30.59,18.13,8.53,86.88,50.36,2820.8,0,70.919
Martin Flores,2017,Martin Flores (2017),32.42,17.92,173.75,117.85,10.23,8.25,35.68,18.52,6.28,87.8,50,2546.4,0,70.885
Martin Flores,2018,Martin Flores (2018),33.08,16.5,171,114.91,11.28,8.33,28.57,16.79,6.7,86.66,40.65,2317.8,0,71.458
Martin Laird,2015,Martin Laird (2015),33.25,15.92,173.75,116.35,10.38,7.33,26.87,21.99,7.21,87.72,51.82,2576.4,0,70.772
Martin Laird,2016,Martin Laird (2016),32.58,16,173.6,115.33,9.94,8.25,29.29,22.48,5.07,88.74,50.91,2482.4,0,70.867
Martin Laird,2017,Martin Laird (2017),34.42,17.75,172.22,115.46,10.78,7.92,29.56,21.37,7.42,87.87,47.2,2412.1,0,70.45
Martin Laird,2018,Martin Laird (2018),32.75,16.5,171.22,114.93,10.89,7,22.88,26.56,10.44,87.75,50.48,2597.1,0,70.839
Martin Laird,2019,Martin Laird (2019),33.42,18.08,172.6,115.34,9.67,7.75,30.68,20,7.1,87.11,49.11,2486.7,0,70.866
Martin Piller,2016,Martin Piller (2016),32.67,18.67,165.11,109.62,11.51,7.92,32.12,20.24,6.64,89.42,58.23,2553.2,0,71.813
Martin Piller,2018,Martin Piller (2018),36.58,18.33,163.87,109.67,12.38,8.17,32.4,17.83,7.18,87.4,47.62,2624.3,0,71.929
Martin Trainer,2019,Martin Trainer (2019),39.08,16.58,176.8,118.03,9.5,8.33,29.17,15.91,4.55,88.22,53.13,2593.2,1,72.343
Matt Atkins,2018,Matt Atkins (2018),34.33,17.75,170.18,116.19,13.02,8.08,31.07,15.94,7.26,85.96,45.65,2527.8,0,72.251
Matt Every,2015,Matt Every (2015),33.17,15.83,167.3,113.62,12.07,7.33,34.43,19.8,5.36,86.7,52.27,2593.1,0,72.419
Matt Every,2017,Matt Every (2017),32.42,14.17,172.39,117.14,11.07,8,33.73,16.54,8.28,85.1,41.27,2576.1,0,72.671
Matt Every,2018,Matt Every (2018),31.83,18,169.1,113.06,10.73,8.5,26.82,21.36,5.81,85.97,48.84,2561,0,72.044
Matt Jones,2015,Matt Jones (2015),36.33,15.75,172.65,116.27,9.29,7.25,33.7,21.31,10.9,86.82,54.04,2772.7,0,70.812
Matt Jones,2016,Matt Jones (2016),32.83,17.83,173.44,116.86,8.04,7.17,25.99,17.36,7.78,86.22,50.75,2816.3,0,71.223
Matt Jones,2017,Matt Jones (2017),34.75,17.42,176.22,118.29,8.37,7.17,28.37,24.51,6.34,88.27,57.14,2919,0,70.719
Matt Jones,2018,Matt Jones (2018),34,17.33,176.11,118.06,8.19,7.5,32.03,22.22,8.77,86.23,51.38,3004.9,0,71.112
Matt Jones,2019,Matt Jones (2019),34.75,17.67,173.54,116.31,7.75,7,33.54,12.78,8.07,88.07,53.1,2978.4,0,70.81
Matt Kuchar,2015,Matt Kuchar (2015),34.75,15.92,163.84,110.53,12.11,6.67,31.2,15.94,9.14,88.55,61.49,2562.4,0,70.04
Matt Kuchar,2016,Matt Kuchar (2016),32.67,14.92,162.97,108.89,10.77,7.08,32.65,21.58,8.05,88.53,54.61,2567.4,0,69.844
Matt Kuchar,2017,Matt Kuchar (2017),33.42,16.5,161.99,108.57,12.14,6.92,35.35,16.56,7.24,88.12,57.55,2458.9,0,69.806
Matt Kuchar,2018,Matt Kuchar (2018),32.25,18.42,162.45,107.97,11.6,7.17,33.53,18.79,7.05,88.37,60.81,2447.8,0,70.461
Matt Kuchar,2019,Matt Kuchar (2019),33.17,14.42,164.27,109.12,10.27,7.83,28.88,18.33,6.54,88.41,60.82,2414.2,1,69.918
Matthew Fitzpatrick,2019,Matthew Fitzpatrick (2019),33.67,17.33,167.98,112.96,7.95,6.92,29.41,24.14,7.59,87.1,47.67,2687.9,0,70.525
Max Homa,2015,Max Homa (2015),34.33,17.33,172.99,117.35,10.23,7.5,32.72,15.56,5.46,87.86,38.4,2716.9,0,71.763
Max Homa,2019,Max Homa (2019),32,16.33,177.26,118.78,7.99,7.92,30.93,22.73,6.44,86.74,44.2,2854.8,1,71.11
Michael Kim,2016,Michael Kim (2016),33,17.42,163.86,110.74,12.54,7.92,30.87,15.44,8.81,88.19,57.83,2520.1,0,71.203
Michael Kim,2017,Michael Kim (2017),31.75,17.08,165.23,111.1,13.1,7.08,36.73,17.61,5.4,88.11,53.52,2450.1,0,70.707
Michael Kim,2018,Michael Kim (2018),33.17,17.25,164.54,110.64,12.62,8.08,27.22,19.8,8.44,87.74,48.84,2659.4,1,71.662
Michael Kim,2019,Michael Kim (2019),33.17,18.83,166.86,110.83,12.08,7.67,25.95,15.96,5.71,87.83,46.55,2279.1,0,73.569
Michael Putnam,2015,Michael Putnam (2015),31.5,14.25,171.92,116.89,8.66,7.75,26.84,18.24,5.37,86.53,56.56,2939.3,0,71.156
Michael Thompson,2015,Michael Thompson (2015),33.42,18.92,167.9,112.56,12.53,7.67,31.41,17.56,7.74,88.03,48.92,2696,0,71.23
Michael Thompson,2016,Michael Thompson (2016),30.25,17.83,167.15,112.18,10.84,7.42,30.12,19.47,8.28,86.25,52.44,2607,0,71.204
Michael Thompson,2017,Michael Thompson (2017),33.92,17.25,166.11,111.99,9.93,7.58,42.73,18.48,9.72,89.78,58.16,2652.8,0,71.207
Michael Thompson,2018,Michael Thompson (2018),32.92,15.58,167.02,111.7,11.81,8.25,32.21,23,8.7,89.45,48.61,2718.6,0,70.924
Michael Thompson,2019,Michael Thompson (2019),33.42,15.75,166.27,110.64,11.15,7,27.92,24.22,7.69,89.37,54.93,2620.1,0,70.662
Miguel Angel Carballo,2017,Miguel Angel Carballo (2017),34.17,16.25,165.63,111.49,10.43,7.67,27.72,11.9,6.67,86.51,45.45,2542.4,0,72.363
Morgan Hoffmann,2015,Morgan Hoffmann (2015),35.33,18.75,169.03,113.63,12.5,7.25,34.22,21.3,6.4,87.7,48.67,2558.9,0,70.988
Morgan Hoffmann,2016,Morgan Hoffmann (2016),34.08,17,167.31,112.55,12.84,7.75,31.37,24.37,7.94,86.97,51.43,2463.5,0,71.372
Morgan Hoffmann,2017,Morgan Hoffmann (2017),35.58,15.83,167.96,112.21,13.7,7.33,33.65,21.26,8.38,86.29,54.43,2447.8,0,71.107
Nate Lashley,2018,Nate Lashley (2018),31,16.92,168.96,113.86,10.24,8.17,26.6,14.86,5.75,89.24,48.57,2484.4,0,70.999
Nate Lashley,2019,Nate Lashley (2019),32.17,14.75,166.42,111.55,10.64,7.25,31.79,19.8,7.72,87.48,52.13,2451.8,1,70.692
Nicholas Lindheim,2017,Nicholas Lindheim (2017),31.5,17.75,166.43,111.22,11.94,7.92,36.92,28.26,7.36,86.25,53.93,2087.9,0,72.205
Nicholas Lindheim,2018,Nicholas Lindheim (2018),32.33,15.58,168.57,113.56,9.66,8.25,35.15,18.18,8.44,88.78,43.96,2266.6,0,71.344
Nicholas Thompson,2015,Nicholas Thompson (2015),31.25,18.92,164.54,110.15,13.1,8.17,24.51,15.38,8.33,85.75,46.28,2508.4,0,71.396
Nick Taylor,2015,Nick Taylor (2015),33.08,15.17,166.81,111.51,13.28,7.25,32.91,17.76,6.59,86.81,50,2265.7,0,71.716
Nick Taylor,2016,Nick Taylor (2016),32.42,17.67,167.9,111.43,10.95,7.83,27.88,15.94,7.07,87.3,45.19,2255.5,0,71.281
Nick Taylor,2017,Nick Taylor (2017),34.5,18.58,165.05,110.1,11.92,7.25,31.46,21.47,5.56,86.62,47.71,2410.6,0,70.817
Nick Taylor,2018,Nick Taylor (2018),33.17,15.58,163.72,109.88,11.61,7.67,29.09,15.11,6.64,87.19,55.56,2573,0,71.269
Nick Taylor,2019,Nick Taylor (2019),34.75,20,166.29,110.97,10.47,7.58,31.36,20.22,7.5,88.94,46.79,2466.9,0,70.697
Nick Watney,2015,Nick Watney (2015),31.33,16.17,174.39,118.09,8.62,7.5,28.93,19.51,7.11,86.36,50.42,3032.1,0,70.68
Nick Watney,2017,Nick Watney (2017),29.92,17.58,177.7,119.36,8.79,7.75,34.57,12.1,8.08,86.71,56.1,2817.9,0,70.685
Nick Watney,2018,Nick Watney (2018),30.75,16.33,178.53,118.45,8.69,8.75,29.33,21.74,6.68,88.67,43.79,2707.7,0,70.862
Nick Watney,2019,Nick Watney (2019),31,17,179.61,119.67,7.79,7,31.69,12.4,7.08,88.67,50.35,2728.1,0,70.908
Ollie Schniederjans,2017,Ollie Schniederjans (2017),30.75,17,181.37,123.34,6.71,7.33,34.84,17.83,4.33,87.29,54.55,2511.7,0,70.704
Ollie Schniederjans,2018,Ollie Schniederjans (2018),32.75,15.17,177.43,119.28,7.52,7.5,32.86,19.86,7.59,88.33,51.48,2758.6,0,70.641
Ollie Schniederjans,2019,Ollie Schniederjans (2019),34.17,16.92,182.8,122.24,7.32,7.33,34.07,21.6,6.21,87.29,51.45,3105,0,71.873
Oscar Fraustro,2015,Oscar Fraustro (2015),33.25,17,165.81,110.83,11.93,8.42,28.81,17.5,4.8,87.2,43.53,2479.8,0,72.08
Padraig Harrington,2015,Padraig Harrington (2015),33.17,18.67,169.8,114.07,12.82,6.5,29.01,23.17,6.76,85.38,59.79,2603.2,0,71.95
Padraig Harrington,2016,Padraig Harrington (2016),34.92,16.67,168.78,112.36,11.88,6.17,24.79,16.92,6.3,86.14,57.83,2531.8,0,71.032
Pat Perez,2015,Pat Perez (2015),31.92,16.08,166.26,115.12,9.28,7.08,33.05,16.88,10.1,87.28,52.86,2943,0,70.666
Pat Perez,2017,Pat Perez (2017),35.25,15.5,168.97,115.15,12.36,7.08,34.36,25.81,7.47,86.66,54.55,2910.4,1,70.25
Pat Perez,2018,Pat Perez (2018),33.17,16.58,168.41,116.79,12.15,7.92,28.29,17.35,8.05,87.03,47.2,3127.4,1,70.594
Pat Perez,2019,Pat Perez (2019),35.08,13.5,167.9,115.51,10.11,7.08,34.95,16.22,9.49,89.68,50,3046.3,0,71.059
Patrick Cantlay,2017,Patrick Cantlay (2017),33.08,18.17,171.42,113.94,11.67,7.58,27.48,20,9.57,87.89,51.14,2445.1,0,69.971
Patrick Cantlay,2018,Patrick Cantlay (2018),31.25,19.58,173.07,114.8,11.27,7.83,33.5,15.17,5.2,87.59,53.91,2535,1,69.899
Patrick Cantlay,2019,Patrick Cantlay (2019),29.92,18.67,175.52,116.27,9.12,6.83,36.23,16.39,7.77,87.94,58.04,2543.8,1,69.308
Patrick Reed,2015,Patrick Reed (2015),32.92,17.25,172.74,117.85,9.77,6.83,37.17,20.63,9.32,87.08,52.24,2634.3,1,70.292
Patrick Reed,2016,Patrick Reed (2016),33.08,14.83,172.97,118.5,9.36,6.83,30.64,20.28,7.45,88.81,56.71,2950.3,0,70.17
Patrick Reed,2017,Patrick Reed (2017),35.25,17.25,171.98,116.86,9.86,7.5,34.4,13.67,7.27,89.26,51.09,2776.5,0,70.453
Patrick Reed,2018,Patrick Reed (2018),32.75,17,173.5,117.26,9.94,7.25,26.35,18.26,7.58,88.19,56.68,3008.6,1,70.106
Patrick Reed,2019,Patrick Reed (2019),33.83,17.08,172.52,116.79,8.29,7.33,33.16,17.97,7.58,87.96,58.82,2962.6,1,70.209
Patrick Rodgers,2015,Patrick Rodgers (2015),32.67,19.58,178.29,120.08,11.81,7.08,29.03,19.59,6.99,87.49,39.56,2608.3,0,70.619
Patrick Rodgers,2016,Patrick Rodgers (2016),32.67,20.67,177.48,118.83,11.2,7.75,23.53,19.38,7.02,87.63,42.15,2437.4,0,70.833
Patrick Rodgers,2017,Patrick Rodgers (2017),34.42,19.58,180.12,121.55,10.47,8.08,30.91,16.67,8.11,86.92,39.82,2665.2,0,71.432
Patrick Rodgers,2018,Patrick Rodgers (2018),33.92,19.75,177.01,118.75,10.09,7.92,31.71,18.79,6.72,89.3,51.72,2731.1,0,70.731
Patrick Rodgers,2019,Patrick Rodgers (2019),34.75,16.5,178.55,120.23,8.76,8.5,31.9,18.28,11.39,88,46.07,2496,0,71.365
Patton Kizzire,2016,Patton Kizzire (2016),32.08,18.5,168.88,113.15,10.05,7.67,30.77,21.52,7.89,88.24,44.96,2509.3,0,70.921
Patton Kizzire,2017,Patton Kizzire (2017),31.33,17.92,169.46,113.48,10.8,7.67,30.93,14.53,7.89,86.41,50,2452.7,0,71.598
Patton Kizzire,2018,Patton Kizzire (2018),31.17,18.33,171.88,115.57,10.63,8.5,26.51,21.29,6.76,87.97,46.83,2641.3,1,70.841
Patton Kizzire,2019,Patton Kizzire (2019),33.67,19.75,172.02,114.79,10.09,7.67,37.23,23.08,8.62,88.64,50.42,2873.1,0,71.292
Paul Casey,2015,Paul Casey (2015),29.25,16.67,173.34,117.16,9.43,8.17,33.5,20.51,7.89,87.04,38.46,2658.4,0,69.806
Paul Casey,2016,Paul Casey (2016),31.75,18.42,173.38,117.62,8.35,7.33,32.3,22,7.43,88.27,50.44,2439.4,0,69.95
Paul Casey,2017,Paul Casey (2017),32,17.58,174.12,116.27,9.47,7.08,33.67,18.8,6.85,87.21,39.17,2693.6,0,69.469
Paul Casey,2018,Paul Casey (2018),30.67,15.67,175.97,117.34,9.47,7.17,30.65,16.16,4.21,89.42,54.46,2679.6,1,69.85
Paul Casey,2019,Paul Casey (2019),31.33,16.92,174.48,116.35,8.23,6.67,27.33,23.68,6.67,87.12,43.7,2736.7,1,69.823
Peter Malnati,2016,Peter Malnati (2016),35.75,16.5,160.26,107.92,11.12,7.25,28.96,23.26,8.13,88.46,51.39,2542.5,0,71.686
Peter Malnati,2017,Peter Malnati (2017),33.25,16.92,160.58,108.21,11.61,6.92,27.78,20,10.73,88.28,53.06,2696,0,71.399
Peter Malnati,2018,Peter Malnati (2018),33.75,18.58,165.3,111.46,11.22,7.33,35.32,23.13,6.3,88.96,56.69,2583.2,0,70.841
Peter Malnati,2019,Peter Malnati (2019),33.33,15.58,169.74,113.96,9.69,7,36.36,19.57,7.31,88.77,50,2782.1,0,70.762
Peter Uihlein,2018,Peter Uihlein (2018),34.33,14.08,181.57,122.99,8.17,7.92,25.98,16.94,8.84,87.65,54.24,2965,0,70.578
Peter Uihlein,2019,Peter Uihlein (2019),32.83,14.92,183.01,123.39,6.46,7.67,31.79,23.53,9.79,87.35,55.38,2948.7,0,71.512
Phil Mickelson,2015,Phil Mickelson (2015),34,14.33,172.74,118.09,11.93,6.92,35.46,17.92,8.46,87.23,53.29,2646.2,0,70.585
Phil Mickelson,2016,Phil Mickelson (2016),31.17,17.08,172.91,115.41,11.55,7.08,32.93,21.82,6.83,89.79,61.54,2709.4,0,69.582
Phil Mickelson,2017,Phil Mickelson (2017),33.25,13.17,170.49,114.24,12.76,6.58,32.46,14.49,8.24,88.31,53.33,2624.8,0,70.168
Phil Mickelson,2018,Phil Mickelson (2018),31.25,16.92,174.07,116.48,12.53,7.75,38.73,24.43,8.01,86.38,58.6,2702.9,1,70.098
Phil Mickelson,2019,Phil Mickelson (2019),31.92,16,178.05,120.11,13.26,7.5,28.78,13.48,8.48,86.89,55.1,2438.7,1,71.331
Rafa Cabrera Bello,2017,Rafa Cabrera Bello (2017),34.5,14.58,165.69,111.17,10.34,7.92,36.36,18.95,4.98,89.2,53.33,2409.8,0,70.693
Rafa Cabrera Bello,2018,Rafa Cabrera Bello (2018),31.42,21.08,167.46,112.17,10.51,7.92,35.04,19,8.71,87.3,56.9,2488.3,0,69.887
Rafa Cabrera Bello,2019,Rafa Cabrera Bello (2019),36.33,17.25,168.54,112.13,10.04,7.42,32.48,16.47,6.13,87.08,53.06,2503.5,0,70.78
Retief Goosen,2015,Retief Goosen (2015),34,17.83,168.71,113.85,12.1,7.25,35.58,15.97,5.45,87.21,44.55,2326.7,0,71.667
Retief Goosen,2016,Retief Goosen (2016),34.08,16,166.07,111.7,12.85,6.67,33.88,14.67,7.89,88.64,53.19,2210.6,0,70.581
Retief Goosen,2017,Retief Goosen (2017),31.25,19.33,167.17,112.8,12.35,7.42,25.78,16.9,3.23,86.41,52.31,2267,0,71.425
Retief Goosen,2018,Retief Goosen (2018),33.42,13.58,166.59,111.99,13.4,7.17,25.42,21.74,4.11,85.92,41.89,2218.2,0,71.409
Rhein Gibson,2016,Rhein Gibson (2016),33.17,18.5,172.06,116.33,12.65,8.5,24.03,20.45,6.44,87.08,46.97,2656.4,0,72.086
Richy Werenski,2017,Richy Werenski (2017),30.92,16.17,166.68,110.78,11.57,8.08,29.52,17.16,5.79,88.5,44.74,2606.1,0,71.171
Richy Werenski,2018,Richy Werenski (2018),32.25,17.25,163.98,109.08,12.07,7.67,29.47,11.19,6.74,87.83,43.33,2734.6,0,71.185
Richy Werenski,2019,Richy Werenski (2019),33.33,18.33,167.59,111.24,11.54,7.58,36.08,22.5,7.93,87.52,45.24,2368,0,71.104
Rick Lamb,2017,Rick Lamb (2017),30.42,17.83,171.75,115.79,10.89,7.83,24.55,20.45,7.73,86.52,48.78,2532.9,0,71.978
Rickie Fowler,2015,Rickie Fowler (2015),32.08,13.33,174.37,117.5,10.89,6.83,31.61,25.22,7.24,89.76,55.83,2843,0,70.23
Rickie Fowler,2016,Rickie Fowler (2016),32.25,14.42,175.78,117.71,11.62,6.75,29.52,15.57,5.53,89.05,52.03,2637,1,70.118
Rickie Fowler,2017,Rickie Fowler (2017),30.75,16.67,172.37,115.12,12.67,7.08,41.36,21.37,9.65,88.22,68.66,2723,1,69.083
Rickie Fowler,2018,Rickie Fowler (2018),31.33,17.17,173.7,115.89,12.38,7.25,33.16,21.01,6.35,88.72,60.5,2852.4,0,69.435
Rickie Fowler,2019,Rickie Fowler (2019),31.33,14.33,174.35,115.72,11.09,7.75,35.57,21.32,9.54,88.54,54.79,2682,1,69.956
Ricky Barnes,2015,Ricky Barnes (2015),33.58,16,170.51,117.94,6.53,7.17,25.28,21.01,7.9,88.17,46.92,2760.6,0,71.647
Ricky Barnes,2016,Ricky Barnes (2016),32.33,17.42,173.42,117.9,5.57,7.33,31.51,22.48,6.94,88.07,52.38,2659.4,0,70.784
Ricky Barnes,2017,Ricky Barnes (2017),32.42,17.5,171.62,115.95,6.36,7.42,25.12,19.58,8.25,87.86,51.05,2637.3,0,71.221
Ricky Barnes,2018,Ricky Barnes (2018),31.75,14.58,169.94,116.94,7.14,7.17,30.4,25.58,8.61,87.67,51.65,2427.3,0,71.663
Rob Oppenheim,2016,Rob Oppenheim (2016),32.33,16.25,167.16,113.09,7.85,7.25,31.91,21.59,6.25,85.88,45.61,2763.7,0,71.435
Rob Oppenheim,2018,Rob Oppenheim (2018),32.33,16.33,166.5,112.17,9.51,7.17,39.46,19.67,7.87,85.96,60,2809.1,0,71.532
Robert Allenby,2015,Robert Allenby (2015),31,17.5,163.93,109.97,11.72,7.25,28.67,11,5.14,86.34,42.35,2397.5,0,72.102
Robert Allenby,2016,Robert Allenby (2016),32.08,18.17,161.4,107.32,11.5,8.17,24.19,17.86,7.87,86.25,59.15,2422.6,0,73.117
Robert Garrigus,2015,Robert Garrigus (2015),30.5,19.33,176.18,117.85,11.14,7.33,23.03,20.51,3.85,85.96,42.7,2449.3,0,71.774
Robert Garrigus,2016,Robert Garrigus (2016),27.42,17.67,175.92,116.9,10.39,7.67,28.57,18.11,7.9,85.78,39.53,2176.1,0,70.848
Robert Garrigus,2017,Robert Garrigus (2017),29.75,17.83,176.04,117.24,11.92,7.92,24.47,20.8,6.77,86.03,48.51,2353.1,0,70.712
Robert Garrigus,2018,Robert Garrigus (2018),30.92,17.42,176.19,117.13,11.37,7.67,25.51,16.67,4.97,86.26,43.2,2292.3,0,71.457
Robert Streb,2015,Robert Streb (2015),32.67,18.25,173.48,116.82,8.58,7.67,34.88,22.46,6.43,88.79,52.53,2627.7,0,70.13
Robert Streb,2016,Robert Streb (2016),31.33,16,171.66,116.17,7.58,7.42,27.88,17.27,6.73,86.18,45.93,2777.5,0,71.223
Robert Streb,2017,Robert Streb (2017),34,18.33,172.8,116.04,8.08,7.42,30.3,21.94,5.88,87.13,45.66,2603.1,0,70.7
Robert Streb,2018,Robert Streb (2018),32.83,11.5,171.43,115.13,7.72,8.33,23.38,18.18,8.22,87.24,45,2864.9,0,71.905
Robert Streb,2019,Robert Streb (2019),33.83,16.33,171.47,114.05,7.32,7.83,24.84,18.26,6.05,88.33,46.67,2933.4,0,71.629
Roberto Castro,2015,Roberto Castro (2015),30.17,13.58,163.55,109.8,10.09,6.5,21.55,11.11,6.78,84.98,54.88,2822.5,0,71.334
